timestamp,user_id,amount,device_id,lat,lon,ip_address,is_fraud,hour,day_of_week,tx_count_24h,avg_spend_user,amount_ratio,dist_from_last_tx_km,travel_velocity_kmph,auth_method_PIN,auth_method_Password,category_food,category_grocery,category_tech,category_travel,category_utilities
2026-01-08 13:47:25,user_0,347.15,a74b24f7,84.191907,-142.514741,165.197.174.128,0,13,3,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True
2026-01-09 13:01:25,user_0,232.72,bb6172d4,84.251277,-142.524826,121.199.193.158,0,13,4,2.0,347.15,0.6703730375918191,6.6026081670466015,0.0,True,False,False,False,False,False,True
2026-01-09 21:41:25,user_0,260.47,bb6172d4,84.199166,-142.516993,56.14.148.137,0,21,4,2.0,289.935,0.8983737734319762,5.7951415002892,0.0,False,True,False,False,False,False,True
2026-01-10 11:22:25,user_0,103.94,b3343784,84.1867,-142.540789,145.19.247.209,0,11,5,3.0,280.11333333333334,0.3710640931051717,1.4117725607796432,0.0,False,False,True,False,False,False,False
2026-01-11 01:45:25,user_0,2897.77,a74b24f7,84.186396,-142.537918,69.199.143.54,0,1,6,2.0,236.07,12.27504553734062,0.04677891637561291,0.0,False,True,False,False,True,False,False
2026-01-11 17:39:25,user_0,294.58,b3343784,84.238073,-142.557105,130.25.143.121,0,17,6,2.0,768.4100000000001,0.38336304837261354,5.750246559726152,0.0,False,False,False,False,False,False,False
2026-01-12 03:18:25,user_0,306.58,bb6172d4,84.248634,-142.481872,166.33.13.185,0,3,0,2.0,689.4383333333334,0.4446808150596016,1.4433031643137033,0.0,False,False,False,False,False,False,True
2026-01-12 12:03:25,user_0,146.44,bb6172d4,84.275799,-142.528769,223.188.22.107,0,12,0,3.0,634.7442857142858,0.23070707889116202,3.0652708209710045,0.0,True,False,False,False,False,False,False
2026-01-12 18:43:25,user_0,230.87,b3343784,84.245453,-142.532163,99.2.199.240,0,18,0,3.0,573.70625,0.40241848506966765,3.37453229684022,0.0,False,True,False,False,False,False,True
2026-01-13 13:00:25,user_0,2119.31,a74b24f7,84.270271,-142.529341,78.217.127.126,0,13,1,2.0,535.6133333333332,3.956790968609196,2.7598142698012644,0.0,False,False,False,False,True,False,False
2026-01-14 12:12:25,user_0,2679.79,a74b24f7,84.257765,-142.515194,81.169.27.119,0,12,2,2.0,693.983,3.8614634652433852,1.3994631146148984,0.0,False,False,False,False,True,False,False
2026-01-14 20:12:25,user_0,66.54,bb6172d4,84.21245,-142.47113,120.151.102.23,0,20,2,2.0,874.510909090909,0.07608824464999658,5.062776110779888,0.0,False,False,False,True,False,False,False
2026-01-15 15:33:25,user_0,2709.95,a74b24f7,84.281437,-142.477692,70.34.134.20,0,15,3,2.0,807.18,3.3573056815084614,7.67135308417569,0.0,False,False,False,False,True,False,False
2026-01-16 09:45:25,user_0,458.87,b3343784,84.227516,-142.532084,134.205.143.71,0,9,4,2.0,953.546923076923,0.4812243518329541,6.026235491131853,0.0,False,True,False,False,False,False,False
2026-01-17 09:43:25,user_0,357.12,a74b24f7,84.276825,-142.506189,145.161.68.33,0,9,5,2.0,918.2128571428572,0.38892942657242563,5.4904886926108905,0.0,False,True,False,False,False,False,False
2026-01-17 22:33:25,user_0,2832.68,a74b24f7,84.261936,-142.522625,219.165.186.52,0,22,5,2.0,880.8066666666666,3.2160065394600403,1.6656084015306223,0.0,True,False,False,False,True,False,False
2026-01-18 11:40:25,user_0,488.72,bb6172d4,84.278345,-142.555335,91.33.227.123,0,11,6,2.0,1002.7987499999999,0.4873560123604064,1.860381602511619,0.0,True,False,False,False,False,False,False
2026-01-18 18:23:25,user_0,298.74,bb6172d4,84.201701,-142.561622,55.48.101.48,0,18,6,3.0,972.5588235294117,0.3071690809568452,8.522712739605266,0.0,False,True,False,False,True,False,False
2026-01-19 11:42:25,user_0,93.12,b3343784,84.221937,-142.480283,27.60.212.2,0,11,0,2.0,935.1244444444443,0.09958032917781592,2.4279909216618907,0.0,True,False,False,False,False,False,True
2026-01-20 07:37:25,user_0,436.7,bb6172d4,84.199774,-142.550742,57.157.96.130,0,7,1,2.0,890.8084210526316,0.4902288636696649,2.588020910884581,0.0,False,True,False,False,False,False,False
2026-01-20 14:15:25,user_0,310.17,bb6172d4,84.182619,-142.537524,16.48.129.130,0,14,1,2.0,868.1029999999998,0.35729631161279257,1.9133402615337554,0.0,True,False,False,False,False,False,True
2026-01-20 21:47:25,user_0,628.99,b3343784,84.186232,-142.551305,4.139.127.116,0,21,1,3.0,841.5347619047619,0.7474319879268208,0.4307085796031249,0.0,True,False,False,False,True,False,False
2026-01-21 03:43:25,user_0,9.84,b3343784,84.194976,-142.526599,139.149.250.203,0,3,2,4.0,831.8736363636363,0.011828719615413619,1.0112698469303318,0.0,False,True,True,False,False,False,False
2026-01-04 13:03:28,user_1,122.74,f0614fa6,41.685824,-164.802483,48.205.218.126,0,13,6,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False
2026-01-05 03:48:28,user_1,191.93,f0614fa6,41.72179,-164.846913,200.36.99.237,0,3,0,2.0,122.74,1.5637119113573408,5.4404662587740065,0.0,False,True,False,True,False,False,False
2026-01-05 12:03:28,user_1,156.84,f0614fa6,41.651685,-164.856439,83.186.134.138,0,12,0,3.0,157.335,0.9968538468872151,7.835352832910003,0.0,True,False,False,True,False,False,False
2026-01-06 10:43:28,user_1,444.04,f0614fa6,41.704014,-164.892699,195.4.193.188,0,10,1,2.0,157.17,2.825221098173952,6.551808264635119,0.0,False,False,False,False,False,False,False
2026-01-06 20:16:28,user_1,71.77,f0614fa6,41.683188,-164.85092,23.27.174.40,0,20,1,2.0,228.88750000000002,0.3135601550980285,4.170875328559706,0.0,True,False,False,False,False,False,False
2026-01-07 08:45:28,user_1,146.55,f0614fa6,41.678784,-164.827582,158.111.137.237,0,8,2,3.0,197.464,0.7421605963618686,1.999057319267778,0.0,False,True,True,False,False,False,False
2026-01-07 12:11:28,user_1,82.64,f0614fa6,41.719957,-164.884187,4.153.221.163,0,12,2,3.0,188.97833333333335,0.43729880850538416,6.560924843177307,0.0,False,False,True,False,False,False,False
2026-01-07 18:25:28,user_1,2142.68,f0614fa6,41.731174,-164.816031,214.239.110.12,0,18,2,4.0,173.78714285714287,12.329335558277366,5.792110910171209,0.0,False,False,False,False,True,False,False
2026-01-08 03:55:28,user_1,102.9,f0614fa6,41.679577,-164.872558,191.170.191.130,0,3,3,4.0,419.89874999999995,0.24505907674171457,7.411984275168808,0.0,True,False,False,False,False,False,False
2026-01-09 01:32:28,user_1,185.75,f0614fa6,41.661131,-164.873585,53.23.22.94,0,1,4,2.0,384.6766666666667,0.48287306222541876,2.052874689741818,0.0,False,False,False,False,False,False,True
2026-01-09 05:33:28,user_1,53.57,f0614fa6,41.690625,-164.81686,35.169.43.16,0,5,4,2.0,364.784,0.14685402868546865,5.740310767297656,0.0,True,False,False,True,False,False,False
2026-01-09 20:44:28,user_1,2986.39,f0614fa6,41.68054,-164.810749,58.95.89.249,0,20,4,3.0,336.4918181818182,8.875074633720663,1.230877335840426,0.0,False,True,False,False,True,False,False
2026-01-10 04:52:28,user_1,134.28,f0614fa6,41.640606,-164.865806,62.246.186.66,0,4,5,3.0,557.3166666666666,0.2409402195041718,6.374714634503436,0.0,False,True,False,True,False,False,False
2026-01-10 22:18:28,user_1,496.03,f0614fa6,41.665321,-164.850284,149.57.209.184,0,22,5,2.0,524.7753846153846,0.9452234509123317,3.0357232577247997,0.0,False,False,False,False,False,False,False
2026-01-10 23:38:28,user_1,953.06,f0614fa6,41.71611,-164.825268,160.77.93.153,0,23,5,3.0,522.7221428571428,1.8232631102839396,6.017368859770774,0.0,False,False,False,False,True,False,False
2026-01-11 19:52:28,user_1,133.74,f0614fa6,41.729549,-164.841225,185.130.27.178,0,19,6,3.0,551.4113333333333,0.2425412607889815,1.9967210767743155,0.0,True,False,False,False,False,False,True
2026-01-12 05:31:28,user_1,182.29,f0614fa6,41.64384,-164.80468,29.250.118.54,0,5,0,2.0,525.306875,0.3470162083829571,10.0018956991933,0.0,True,False,False,False,False,False,True
2026-01-12 18:34:28,user_1,642.16,f0614fa6,41.719146,-164.835198,210.40.148.171,0,18,0,3.0,505.1294117647058,1.2712781814794114,8.748779539088577,0.0,True,False,False,False,True,False,False
2026-01-13 15:39:28,user_1,34.19,f0614fa6,41.645986,-164.857108,134.79.208.86,0,15,1,2.0,512.7422222222222,0.06668067991713401,8.336017711569138,0.0,False,True,False,True,False,False,False
2026-01-13 22:28:28,user_1,2546.26,f0614fa6,41.650856,-164.890113,172.57.101.51,0,22,1,2.0,487.5552631578947,5.2225054109925475,2.7953046385403066,0.0,False,True,False,False,True,False,False
2026-01-14 09:31:28,user_1,461.97,f0614fa6,41.682688,-164.826671,98.213.121.190,0,9,2,3.0,590.4905,0.7823495890281047,6.348191022826891,0.0,True,False,False,False,False,False,False
2026-01-03 23:55:11,user_10,28.32,2a7a0e10,-8.471532,-43.759837,43.233.26.126,0,23,5,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
2026-01-04 07:06:11,user_10,61.33,758fdd27,-8.46362,-43.754535,175.169.92.9,0,7,6,2.0,28.32,2.165607344632768,1.0554819446390769,0.0,False,False,True,False,False,False,False
2026-01-04 18:21:11,user_10,1317.21,758fdd27,-8.480235,-43.831241,201.85.211.59,0,18,6,3.0,44.825,29.385610708310093,8.636176329933411,0.0,True,False,False,False,True,False,False
2026-01-05 13:55:11,user_10,137.91,758fdd27,-8.447261,-43.772485,33.18.113.75,0,13,0,2.0,468.9533333333334,0.2940804344426595,7.429922834256389,0.0,False,True,False,False,False,False,False
2026-01-06 08:03:11,user_10,71.9,2a7a0e10,-8.4963,-43.821879,42.4.127.102,0,8,1,2.0,386.19250000000005,0.18617658292172945,7.697097432352791,0.0,True,False,True,False,False,False,False
2026-01-07 02:46:11,user_10,282.42,61007d8b,-8.461683,-43.812279,89.25.92.149,0,2,2,2.0,323.334,0.8734621165729556,3.9914070257075718,0.0,False,False,False,False,False,False,True
2026-01-07 07:29:11,user_10,394.89,758fdd27,-8.457278,-43.836089,24.249.83.67,0,7,2,3.0,316.51500000000004,1.247618596275058,2.664160139523158,0.0,False,True,False,False,False,False,False
2026-01-07 17:36:11,user_10,50.68,61007d8b,-8.499107,-43.83005,180.182.235.71,0,17,2,3.0,327.7114285714286,0.1546482532541696,4.69835348926782,0.0,False,True,False,False,False,False,True
2026-01-08 05:02:11,user_10,152.02,758fdd27,-8.477221,-43.80042,180.100.138.203,0,5,3,3.0,293.08250000000004,0.5186935419207902,4.067069078504025,0.0,False,True,False,True,False,False,False
2026-01-09 03:36:11,user_10,95.94,61007d8b,-8.432382,-43.80418,56.235.236.48,0,3,4,2.0,277.4088888888889,0.34584327987567487,5.00299067852651,0.0,False,True,True,False,False,False,False
2026-01-09 08:28:11,user_10,29.53,61007d8b,-8.430583,-43.839462,180.27.5.222,0,8,4,2.0,259.26200000000006,0.11390022448334115,3.885929574904896,0.0,False,False,True,False,False,False,False
2026-01-09 15:08:11,user_10,393.39,758fdd27,-8.483846,-43.816614,47.93.223.5,0,15,4,3.0,238.37727272727273,1.6502831645786853,6.43364927515083,0.0,False,True,False,False,False,False,True
2026-01-10 12:17:11,user_10,150.12,758fdd27,-8.468066,-43.829874,144.253.206.105,0,12,5,2.0,251.295,0.5973855428878411,2.2815728413898264,0.0,True,False,False,False,False,False,True
2026-01-10 12:41:11,user_10,63.54,2a7a0e10,-8.488392,-43.839026,9.235.196.33,0,12,5,3.0,243.51230769230773,0.2609313697617558,2.4741426782320115,0.0,False,True,False,True,False,False,False
2026-01-10 19:45:11,user_10,411.6,61007d8b,-8.456648,-43.83503,206.118.230.254,0,19,5,3.0,230.65714285714287,1.78446674098848,3.557026332182518,0.0,True,False,False,False,False,False,False
2026-01-10 20:33:11,user_10,127.42,61007d8b,-8.524412,-43.829456,132.221.214.64,0,20,5,4.0,242.72,0.5249670402109426,7.559907368364085,0.0,True,False,True,False,False,False,False
2026-01-10 22:30:11,user_10,2776.94,758fdd27,-8.499164,-43.797305,186.142.177.28,0,22,5,5.0,235.51375000000002,11.790988848846405,4.5147091124487275,0.0,False,True,False,False,True,False,False
2026-01-11 14:17:11,user_10,21.56,758fdd27,-8.518423,-43.778318,162.113.4.17,0,14,6,4.0,385.0094117647059,0.055998631049508335,2.9909634168536834,0.0,True,False,False,False,False,False,False
