timestamp,user_id,amount,device_id,lat,lon,ip_address,is_fraud,hour,day_of_week,tx_count_24h,avg_spend_user,amount_ratio,dist_from_last_tx_km,travel_velocity_kmph,auth_method_PIN,auth_method_Password,category_food,category_grocery,category_tech,category_travel,category_utilities
2026-01-09 17:27:14,user_0,191.99,629ba164,86.991946,14.694502,27.220.37.27,0,17,4,1.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False
2026-01-09 22:05:14,user_0,70.27,629ba164,86.982488,14.68378,9.226.5.134,0,22,4,2.0,191.99,0.3660086462836606,1.0535467560436163,0.0,False,True,False,True,False,False,False
2026-01-10 02:04:14,user_0,140.52,629ba164,86.981254,14.763543,89.25.58.73,0,2,5,3.0,131.13,1.0716083276138184,0.4867243467007508,0.0,False,True,True,False,False,False,False
2026-01-11 01:10:14,user_0,56.29,629ba164,86.960433,14.687717,107.200.88.145,0,1,6,2.0,134.26000000000002,0.4192611351109786,2.3576722179472527,0.0,False,False,True,False,False,False,False
2026-01-11 16:52:14,user_0,114.83,629ba164,86.916556,14.681728,61.211.154.2,0,16,6,2.0,114.76750000000001,1.0005445792580652,4.879029427746494,0.0,False,True,True,False,False,False,False
2026-01-12 15:19:14,user_0,233.48,629ba164,86.962415,14.667774,152.30.10.3,0,15,0,2.0,114.78000000000002,2.034152291339954,5.099960970998383,0.0,False,True,False,False,False,False,True
2026-01-13 05:12:14,user_0,1404.97,629ba164,86.972086,14.682872,186.141.87.185,0,5,1,2.0,134.56333333333333,10.440957170105774,1.0790280205945513,0.0,False,False,False,False,True,False,False
2026-01-13 19:04:14,user_0,80.71,629ba164,86.959586,14.675689,24.252.187.124,0,19,1,2.0,316.05,0.2553709856035437,1.3905793910522506,0.0,False,True,False,True,False,False,False
2026-01-14 16:05:14,user_0,66.9,629ba164,86.912187,14.758413,186.136.248.255,0,16,2,2.0,286.6325,0.23339991103590838,5.293412298557973,0.0,False,True,False,False,False,False,True
2026-01-15 10:18:14,user_0,2224.72,629ba164,86.927681,14.749235,177.167.216.132,0,10,3,2.0,262.21777777777777,8.484245495686366,1.7237266247171426,0.0,False,False,False,False,True,False,False
2026-01-16 08:09:14,user_0,139.38,629ba164,86.977696,14.703158,81.46.122.99,0,8,4,2.0,458.468,0.30401249378364464,5.568079446879886,0.0,True,False,False,False,False,False,False
2026-01-16 16:14:14,user_0,43.45,629ba164,86.996152,14.687895,117.111.173.201,0,16,4,2.0,429.46,0.10117356680482467,2.0541516057037277,0.0,True,False,True,False,False,False,False
2026-01-17 01:44:14,user_0,98.26,629ba164,86.913762,14.728634,77.28.91.115,0,1,5,3.0,397.2925,0.24732407483151583,9.164509223988341,0.0,False,True,True,False,False,False,False
2026-01-17 14:54:14,user_0,314.12,629ba164,86.964248,14.701796,49.237.248.153,0,14,5,3.0,374.28999999999996,0.8392422987523045,5.616048241143508,0.0,False,True,False,False,False,False,True
2026-01-17 17:43:14,user_0,52.01,629ba164,86.959284,14.735912,56.164.139.191,0,17,5,3.0,369.9921428571428,0.1405705526565236,0.5874521900831629,0.0,True,False,True,False,False,False,False
2026-01-17 22:51:14,user_0,125.25,629ba164,86.969477,14.705957,208.195.156.18,0,22,5,4.0,348.7933333333333,0.3590951661920144,1.1470534336984761,0.0,True,False,True,False,False,False,False
2026-01-18 15:52:14,user_0,385.18,629ba164,86.9341,14.711147,176.108.3.214,0,15,6,3.0,334.821875,1.1504027327963564,3.933862616727685,0.0,False,True,False,False,False,False,False
2026-01-18 17:17:14,user_0,178.44,629ba164,86.981433,14.715601,73.52.168.86,0,17,6,4.0,337.7841176470588,0.5282664005725899,5.2632550916051395,0.0,False,False,False,True,False,False,False
2026-01-19 14:18:14,user_0,126.19,629ba164,86.973864,14.692824,70.251.172.93,0,14,0,3.0,328.9316666666666,0.38363591222087673,0.8521623261115988,0.0,False,False,True,False,False,False,False
2026-01-19 18:48:14,user_0,297.87,629ba164,86.929327,14.691842,125.121.109.6,0,18,0,2.0,318.26105263157893,0.9359297895140699,4.952291852238276,0.0,False,False,False,False,False,False,True
2026-01-19 22:23:14,user_0,441.0,629ba164,86.925516,14.668515,35.33.204.113,0,22,0,3.0,317.2415,1.3901081668066757,0.44598858269984115,0.0,True,False,False,False,True,False,False
2026-01-20 17:23:14,user_0,88.57,629ba164,86.917573,14.763533,50.44.223.226,0,17,1,3.0,323.1347619047619,0.27409616804429227,1.049774341847945,0.0,False,False,False,True,False,False,False
2026-01-21 02:00:14,user_0,155.86,629ba164,86.973055,14.724193,82.209.3.221,0,2,2,2.0,312.47272727272724,0.4987955312463634,6.173718992937341,0.0,False,False,False,False,False,False,True
2026-01-21 17:02:14,user_0,78.68,629ba164,86.916745,14.754662,32.4.0.56,0,17,2,3.0,305.66347826086957,0.2574072651651575,6.263989190648174,0.0,False,True,False,False,False,False,True
2026-01-22 16:08:14,user_0,4140.7,629ba164,86.970926,14.751292,125.235.121.83,1,16,3,2.0,296.2058333333333,13.979130503281784,6.0246854434588935,0.0,False,True,False,False,True,False,False
2026-01-23 11:54:14,user_0,4855.7,629ba164,40.7128,-74.006,97.34.220.145,1,11,4,2.0,449.9856,10.790789749716435,5480.844942528988,0.0,False,True,False,False,False,True,False
2026-01-23 21:00:14,user_0,2173.6,629ba164,86.942993,14.682887,168.132.55.49,0,21,4,2.0,619.4361538461538,3.508997636808661,5480.514033432983,0.0,True,False,False,False,True,False,False
2026-01-24 05:32:14,user_0,173.23,629ba164,87.001424,14.718704,223.24.4.195,0,5,5,3.0,676.9977777777777,0.2558797173140237,6.500635140518822,0.0,False,False,False,True,False,False,False
2026-01-24 07:29:14,user_0,24.93,629ba164,86.99883,14.744083,142.137.191.217,0,7,5,4.0,659.0060714285713,0.03782969699498759,0.324050569090217,0.0,False,False,True,False,False,False,False
2026-01-25 05:43:14,user_0,33.0,629ba164,86.985971,14.750565,83.217.241.221,0,5,6,2.0,637.1413793103447,0.0517938421072571,1.430355577528633,0.0,False,True,False,True,False,False,False
2026-01-25 17:06:14,user_0,266.69,629ba164,86.925068,14.66593,192.128.126.66,0,17,6,2.0,617.0033333333333,0.4322342937099205,6.7905231473726255,0.0,True,False,False,False,False,False,False
2026-01-17 17:40:55,user_1,190.26,bacf8789,-29.031853,-73.856885,191.37.142.189,0,17,5,1.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False
2026-01-18 07:05:55,user_1,164.49,d730b46e,-28.964844,-73.865152,90.185.146.85,0,7,6,2.0,190.26,0.8645537685272785,7.494313350713458,0.0,False,True,False,True,False,False,False
2026-01-18 13:22:55,user_1,494.51,b28f32e2,-28.973997,-73.917316,29.102.64.170,0,13,6,3.0,177.375,2.7879351656095843,5.175675486274086,0.0,False,True,False,False,False,False,False
2026-01-18 20:32:55,user_1,330.26,d730b46e,-28.974152,-73.910831,51.161.86.230,0,20,6,3.0,283.08666666666664,1.16663919176695,0.6310810014446409,0.0,False,True,False,False,False,False,True
2026-01-19 11:00:55,user_1,174.65,b28f32e2,-28.94183,-73.890099,93.97.226.24,0,11,0,3.0,294.88,0.5922748236570808,4.12137444533268,0.0,False,True,False,False,False,False,True
2026-01-19 12:09:55,user_1,38.72,b28f32e2,-28.988404,-73.89978,187.248.172.60,0,12,0,4.0,270.834,0.1429658019303337,5.263737168440617,0.0,False,False,True,False,False,False,False
2026-01-19 23:32:55,user_1,2298.49,d730b46e,-28.958436,-73.892808,57.13.160.68,0,23,0,3.0,232.1483333333333,9.900954131338441,3.4006090118907055,0.0,False,True,False,False,True,False,False
2026-01-20 06:22:55,user_1,146.28,b28f32e2,-29.003943,-73.881272,137.160.193.212,0,6,1,4.0,527.3399999999999,0.2773921947889408,5.1830725829087845,0.0,False,False,False,True,False,False,False
2026-01-20 21:42:55,user_1,479.83,bacf8789,-29.001382,-73.918732,182.44.84.185,0,21,1,3.0,479.7075,1.0002553639457377,3.654126919933216,0.0,False,False,False,False,False,False,False
2026-01-21 09:28:55,user_1,99.7,bacf8789,-29.008894,-73.933806,176.45.119.164,0,9,2,2.0,479.7211111111111,0.20782908588091692,1.6872018428093913,0.0,False,False,False,True,False,False,False
